Number of GPUs 4
Time, device, gpu_util(%), gpu_mem(%), memory_used/total(Mib), power_current/limit(W), temperature(C), Frequency(MHz)
06:27:58.997364, 0, 72, 18, 8377/11019, 122.941/250.0, 62, 1860
06:27:59.000042, 1, 66, 13, 8377/11019, 93.635/250.0, 54, 1875
06:27:59.003343, 2, 0, 0, 1/11019, 3.4370000000000003/250.0, 37, 300
06:27:59.006068, 3, 0, 0, 98/11016, 23.671/250.0, 46, 300
06:28:00.010064, 0, 74, 17, 8377/11019, 114.182/250.0, 63, 1860
06:28:00.013066, 1, 34, 6, 8377/11019, 93.61200000000001/250.0, 54, 1875
06:28:00.016130, 2, 0, 0, 1/11019, 3.64/250.0, 37, 300
06:28:00.019124, 3, 0, 0, 99/11016, 23.387/250.0, 46, 300
06:28:01.022981, 0, 73, 17, 8377/11019, 123.397/250.0, 62, 1860
06:28:01.025462, 1, 63, 7, 8377/11019, 100.559/250.0, 54, 1875
06:28:01.028498, 2, 0, 0, 1/11019, 3.04/250.0, 37, 300
06:28:01.031377, 3, 0, 0, 99/11016, 23.467/250.0, 46, 300
06:28:02.034798, 0, 47, 11, 8377/11019, 105.066/250.0, 62, 1860
06:28:02.037353, 1, 64, 8, 8377/11019, 93.404/250.0, 54, 1875
06:28:02.040772, 2, 0, 0, 1/11019, 2.303/250.0, 37, 300
06:28:02.045722, 3, 0, 0, 99/11016, 23.711000000000002/250.0, 46, 300
06:28:03.049180, 0, 51, 7, 8377/11019, 105.24000000000001/250.0, 62, 1860
06:28:03.083602, 1, 58, 8, 8377/11019, 246.615/250.0, 57, 1830
06:28:03.087057, 2, 0, 0, 1/11019, 5.203/250.0, 37, 300
06:28:03.090010, 3, 0, 0, 99/11016, 23.063/250.0, 46, 300
06:28:04.093500, 0, 66, 9, 8377/11019, 92.682/250.0, 61, 1860
06:28:04.096136, 1, 34, 23, 8377/11019, 114.794/250.0, 55, 1860
06:28:04.099195, 2, 0, 0, 1/11019, 3.162/250.0, 37, 300
06:28:04.101912, 3, 0, 0, 99/11016, 23.682000000000002/250.0, 46, 300
06:28:05.105873, 0, 37, 19, 8377/11019, 122.897/250.0, 63, 1860
06:28:05.108589, 1, 67, 22, 8377/11019, 104.104/250.0, 55, 1860
06:28:05.111641, 2, 0, 0, 1/11019, 3.686/250.0, 37, 300
06:28:05.115219, 3, 0, 0, 99/11016, 23.744/250.0, 46, 300
06:28:06.119281, 0, 71, 26, 8377/11019, 108.545/250.0, 63, 1860
06:28:06.121999, 1, 62, 14, 8377/11019, 106.245/250.0, 55, 1860
06:28:06.125483, 2, 0, 0, 1/11019, 4.0200000000000005/250.0, 37, 300
06:28:06.128217, 3, 0, 0, 99/11016, 23.463/250.0, 46, 300
06:28:07.132090, 0, 70, 17, 8377/11019, 123.145/250.0, 63, 1860
06:28:07.135176, 1, 65, 12, 8377/11019, 104.013/250.0, 55, 1860
06:28:07.138331, 2, 0, 0, 1/11019, 3.995/250.0, 37, 300
